Product_Name,Category,Personal_Color_Type,Bone_Structure_Type,Color_Group,Description
ナチュラルチーク,チーク,イエベ秋,ナチュラル,ブラウン,上品なシルエットで、どんなスタイルにもマッチします。
モイスチャーファンデ,ベースメイク,ブルベ冬,ストレート,アイボリー,繊細なラメが光を反射し、華やかさをプラスします。
コンフォートスニーカー,シューズ,ブルベ夏,ウェーブ,ホワイト,オフィスにも着ていける上品なデザインが魅力です。
ナチュラルチーク,チーク,イエベ秋,ナチュラル,ブラウン,女性らしい柔らかな印象を与えるデザインが魅力です。
シンプルスカート,ボトムス,ブルベ冬,ストレート,アイボリー,大容量で普段使いに最適なバッグ。
シルキーリップ ティント,リップ,ブルベ夏,ナチュラル,プラム,上品なシルエットで、どんなスタイルにもマッチします。
ナチュラルチーク,チーク,ブルベ夏,ナチュラル,コーラル,洗練されたデザインでビジネスシーンにも活躍します。
プリントワンピース,ワンピース,ブルベ冬,ストレート,スカイブルー,快適な履き心地で長時間の移動にもおすすめです。
コンフォートスニーカー,シューズ,イエベ秋,ウェーブ,ネイビーブルー,季節の変わり目に重宝する、着回し力の高いアイテム。
ドロップショルダーT ブラウス,トップス,イエベ春,ナチュラル,ブラック,カジュアルながらも着回し力抜群のアイテム。
レザートート,バッグ,イエベ秋,ストレート,ブラック,休日のカジュアルスタイルにもぴったりの一着。
トレンチコート,アウター,ブルベ冬,ナチュラル,ベージュ,季節の変わり目に重宝する、着回し力の高いアイテム。
シルキーリップ ティント,リップ,イエベ秋,ストレート,ダスティローズ,自然なツヤ感で立体感を演出するメイクアイテム。
ストレートパンツ,ボトムス,イエベ春,ストレート,ブラック,オフィスにも着ていける上品なデザインが魅力です。
コンフォートスニーカー,シューズ,ブルベ夏,ナチュラル,ネイビーブルー,女性らしい柔らかな印象を与えるデザインが魅力です。
シルキーリップ グロス,リップ,イエベ春,ウェーブ,プラム,なめらかなテクスチャーで肌にすっと伸びます。
レザートート,バッグ,イエベ春,ストレート,ベージュ,重ね塗りで印象が自由自在に変わります。
シャイニーアイシャドウ シングル,アイシャドウ,ブルベ冬,ストレート,イエローゴールド,上質な素材で肌触りも良く、着心地抜群です。
ストレートパンツ,ボトムス,ブルベ夏,ナチュラル,ネイビーブルー,日常使いに最適な、肌馴染みの良いアイテムです。
トレンチコート,アウター,イエベ秋,ナチュラル,カーキ,乾燥しにくく、しっとりとした潤いが続きます。
シンプルスカート,ボトムス,イエベ秋,ストレート,ブラック,透明感のある発色で、自然な仕上がりに。
ドロップショルダーT セーター,トップス,イエベ春,ウェーブ,ミントグリーン,一枚でサマになる、エレガントなワンピース。
コンフォートスニーカー,シューズ,イエベ春,ナチュラル,ネイビーブルー,自然なツヤ感で立体感を演出するメイクアイテム。
ドロップショルダーT セーター,トップス,イエベ春,ウェーブ,オレンジ,一枚でサマになる、エレガントなワンピース。
モイスチャーファンデ,ベースメイク,ブルベ冬,ウェーブ,ベージュ,高機能で肌に優しい処方です。
ストレートパンツ,ボトムス,イエベ春,ストレート,ベージュ,一日中崩れにくい、完璧なベースメイクを叶えます。
シルキーリップ ティント,リップ,イエベ秋,ナチュラル,プラム,カジュアルながらも着回し力抜群のアイテム。
スリムフィットデニム,ボトムス,イエベ秋,ストレート,インディゴ,長時間よれにくいウォータープルーフ処方です。
プリントワンピース,ワンピース,イエベ秋,ナチュラル,イエローゴールド,快適な履き心地で長時間の移動にもおすすめです。
シンプルスカート,ボトムス,ブルベ夏,ウェーブ,アイボリー,一日中崩れにくい、完璧なベースメイクを叶えます。
クルーネックニット セーター,トップス,ブルベ冬,ナチュラル,ラベンダー,上質な素材で肌触りも良く、着心地抜群です。
シャイニーアイシャドウ パレット,アイシャドウ,ブルベ冬,ナチュラル,カーキ,すっきりとしたシルエットでスタイルアップ効果も。
トレンチコート,アウター,イエベ春,ナチュラル,ベージュ,上品なシルエットで、どんなスタイルにもマッチします。
グロッシーネイルポリッシュ,ネイル,ブルベ夏,ウェーブ,レッド,一枚でサマになる、エレガントなワンピース。
モイスチャーファンデ,ベースメイク,イエベ秋,ナチュラル,アイボリー,小顔効果が期待できる、こだわりのデザイン。
プリントワンピース,ワンピース,イエベ秋,ウェーブ,スカイブルー,一日中崩れにくい、完璧なベースメイクを叶えます。
プリントワンピース,ワンピース,ブルベ夏,ストレート,プラム,乾燥しにくく、しっとりとした潤いが続きます。
ミニマルフープピアス,アクセサリー,イエベ春,ウェーブ,ゴールド,カジュアルながらも着回し力抜群のアイテム。
ストレートパンツ,ボトムス,イエベ秋,ストレート,ベージュ,一枚でサマになる、エレガントなワンピース。
プリントワンピース,ワンピース,イエベ秋,ウェーブ,スカイブルー,繊細なラメが光を反射し、華やかさをプラスします。
ナチュラルチーク,チーク,イエベ春,ウェーブ,ブラウン,脚長効果抜群のスリムフィットパンツ。
ストレートパンツ,ボトムス,ブルベ冬,ストレート,ブラック,なめらかなテクスチャーで肌にすっと伸びます。
コンフォートスニーカー,シューズ,ブルベ夏,ストレート,グレー,顔周りを華やかに彩る、アクセントになる一品。
モイスチャーファンデ,ベースメイク,ブルベ冬,ウェーブ,オークル,重ね塗りで印象が自由自在に変わります。
プリントワンピース,ワンピース,イエベ春,ナチュラル,スカイブルー,顔周りを華やかに彩る、アクセントになる一品。
ドロップショルダーT Tシャツ,トップス,イエベ秋,ウェーブ,ブラック,指先を美しく彩る高発色ネイルポリッシュ。
ミニマルフープピアス,アクセサリー,イエベ秋,ストレート,シルバー,一日中崩れにくい、完璧なベースメイクを叶えます。
ドロップショルダーT セーター,トップス,ブルベ夏,ナチュラル,ホワイト,上質な素材で肌触りも良く、着心地抜群です。
シャイニーアイシャドウ パレット,アイシャドウ,ブルベ冬,ストレート,ウォームベージュ,顔周りを華やかに彩る、アクセントになる一品。
ナチュラルチーク,チーク,イエベ春,ウェーブ,フューシャ,日常使いに最適な、上質な素材を使用しています。
トレンチコート,アウター,ブルベ冬,ウェーブ,ベージュ,季節の変わり目に重宝する、着回し力の高いアイテム。
シルキーリップ スティック,リップ,ブルベ夏,ウェーブ,ライトコーラル,上品なシルエットで、どんなスタイルにもマッチします。
グロッシーネイルポリッシュ,ネイル,ブルベ夏,ストレート,ネイビーブルー,乾燥しにくく、しっとりとした潤いが続きます。
クルーネックニット セーター,トップス,イエベ春,ナチュラル,バーガンディ,高機能で肌に優しい処方です。
クルーネックニット Tシャツ,トップス,ブルベ冬,ストレート,ラベンダー,一枚でサマになる、エレガントなワンピース。
ストレートパンツ,ボトムス,ブルベ冬,ストレート,ベージュ,日常使いに最適な、肌馴染みの良いアイテムです。
シャイニーアイシャドウ シングル,アイシャドウ,イエベ春,ストレート,ミントグリーン,カジュアルながらも着回し力抜群のアイテム。
コンフォートスニーカー,シューズ,イエベ秋,ウェーブ,ネイビーブルー,上質な素材で肌触りも良く、着心地抜群です。
スリムフィットデニム,ボトムス,ブルベ夏,ストレート,ライトブルー,洗練されたデザインでビジネスシーンにも活躍します。
ストレートパンツ,ボトムス,ブルベ夏,ウェーブ,ネイビーブルー,上品なシルエットで、どんなスタイルにもマッチします。
グロッシーネイルポリッシュ,ネイル,ブルベ冬,ウェーブ,ベージュ,快適なフィット感で歩きやすく、疲れにくいです。
ミニマルフープピアス,アクセサリー,ブルベ冬,ストレート,ゴールド,大容量で普段使いに最適なバッグ。
ナチュラルチーク,チーク,ブルベ冬,ナチュラル,コーラル,なめらかなテクスチャーで肌にすっと伸びます。
レザートート,バッグ,ブルベ夏,ナチュラル,ブラック,大容量で普段使いに最適なバッグ。
スリムフィットデニム,ボトムス,イエベ春,ストレート,ライトブルー,透明感のある発色で、自然な仕上がりに。
シンプルスカート,ボトムス,ブルベ冬,ナチュラル,ダスティローズ,小顔効果が期待できる、こだわりのデザイン。
クルーネックニット ブラウス,トップス,ブルベ冬,ウェーブ,クリームホワイト,ファッションのアクセントになる、目を引くアイテム。
ストレートパンツ,ボトムス,イエベ秋,ストレート,ネイビーブルー,快適な履き心地で長時間の移動にもおすすめです。
シンプルスカート,ボトムス,イエベ秋,ストレート,ブラック,カジュアルながらも着回し力抜群のアイテム。
レザートート,バッグ,イエベ春,ストレート,ベージュ,ファッションのアクセントになる、目を引くアイテム。
ミニマルフープピアス,アクセサリー,ブルベ夏,ストレート,ゴールド,カジュアルながらも着回し力抜群のアイテム。
クルーネックニット シャツ,トップス,イエベ春,ナチュラル,バーガンディ,指先を美しく彩る高発色ネイルポリッシュ。
コンフォートスニーカー,シューズ,イエベ春,ウェーブ,ホワイト,顔周りを華やかに彩る、アクセントになる一品。
ドロップショルダーT ブラウス,トップス,ブルベ冬,ナチュラル,ミントグリーン,繊細なラメが光を反射し、華やかさをプラスします。
ミニマルフープピアス,アクセサリー,ブルベ夏,ストレート,ゴールド,脚長効果抜群のスリムフィットパンツ。
シンプルスカート,ボトムス,イエベ春,ウェーブ,アイボリー,すっきりとしたシルエットでスタイルアップ効果も。
モイスチャーファンデ,ベースメイク,ブルベ冬,ストレート,オークル,大容量で普段使いに最適なバッグ。
モイスチャーファンデ,ベースメイク,ブルベ冬,ウェーブ,オークル,カジュアルながらも着回し力抜群のアイテム。
プリントワンピース,ワンピース,イエベ秋,ナチュラル,レッド,血色感をプラスし、健康的な印象を演出します。
シンプルスカート,ボトムス,ブルベ夏,ナチュラル,ライトブルー,日常使いに最適な、肌馴染みの良いアイテムです。
コンフォートスニーカー,シューズ,イエベ春,ナチュラル,ブラック,なめらかなテクスチャーで肌にすっと伸びます。
シルキーリップ ティント,リップ,ブルベ冬,ストレート,プラム,なめらかなテクスチャーで肌にすっと伸びます。
プリントワンピース,ワンピース,イエベ秋,ウェーブ,レッド,一枚でサマになる、エレガントなワンピース。
シンプルスカート,ボトムス,ブルベ冬,ウェーブ,ライトブルー,大容量で普段使いに最適なバッグ。
シンプルスカート,ボトムス,イエベ春,ストレート,ブラック,快適なフィット感で歩きやすく、疲れにくいです。
シルキーリップ バーム,リップ,ブルベ夏,ストレート,プラム,デコルテを綺麗に見せるVネックデザイン。
ストレートパンツ,ボトムス,イエベ春,ウェーブ,ベージュ,季節の変わり目に重宝する、着回し力の高いアイテム。
シンプルスカート,ボトムス,ブルベ夏,ウェーブ,ライトブルー,どんなスタイルにも合わせやすい、万能なシューズ。
スリムフィットデニム,ボトムス,イエベ秋,ナチュラル,インディゴ,洗練されたデザインでビジネスシーンにも活躍します。
クルーネックニット ブラウス,トップス,ブルベ夏,ナチュラル,ブラウン,季節の変わり目に重宝する、着回し力の高いアイテム。
コンフォートスニーカー,シューズ,イエベ秋,ナチュラル,ブラック,快適な履き心地で長時間の移動にもおすすめです。
シンプルスカート,ボトムス,イエベ春,ナチュラル,ブラック,女性らしい柔らかな印象を与えるデザインが魅力です。
プリントワンピース,ワンピース,ブルベ夏,ナチュラル,プラム,一日中崩れにくい、完璧なベースメイクを叶えます。
シャイニーアイシャドウ リキッド,アイシャドウ,ブルベ冬,ウェーブ,ブラウン,日常使いに最適な、上質な素材を使用しています。
スリムフィットデニム,ボトムス,イエベ秋,ウェーブ,インディゴ,季節の変わり目に重宝する、着回し力の高いアイテム。
グロッシーネイルポリッシュ,ネイル,ブルベ冬,ナチュラル,レッド,透明感のある発色で、自然な仕上がりに。
シャイニーアイシャドウ リキッド,アイシャドウ,ブルベ冬,ナチュラル,ミントグリーン,乾燥しにくく、しっとりとした潤いが続きます。
レザートート,バッグ,ブルベ夏,ナチュラル,ベージュ,すっきりとしたシルエットでスタイルアップ効果も。
シンプルスカート,ボトムス,イエベ春,ウェーブ,ダスティローズ,乾燥しにくく、しっとりとした潤いが続きます。
ドロップショルダーT Tシャツ,トップス,イエベ秋,ナチュラル,ブラック,日常使いに最適な、肌馴染みの良いアイテムです。
クルーネックニット Tシャツ,トップス,イエベ春,ナチュラル,バーガンディ,自然なツヤ感で立体感を演出するメイクアイテム。
ドロップショルダーT シャツ,トップス,ブルベ夏,ナチュラル,ミントグリーン,乾燥しにくく、しっとりとした潤いが続きます。
ベーシックシャツ ブラウス,トップス,ブルベ夏,ナチュラル,ブラック,休日のカジュアルスタイルにもぴったりの一着。
トレンチコート,アウター,ブルベ冬,ナチュラル,ネイビーブルー,どんなスタイルにも合わせやすい、万能なシューズ。
ベーシックシャツ シャツ,トップス,イエベ春,ナチュラル,ネイビーブルー,どんなスタイルにも合わせやすい、万能なシューズ。
ミニマルフープピアス,アクセサリー,ブルベ夏,ナチュラル,シルバー,自然なツヤ感で立体感を演出するメイクアイテム。
ベーシックシャツ セーター,トップス,イエベ秋,ナチュラル,カーキ,カジュアルながらも着回し力抜群のアイテム。
ナチュラルチーク,チーク,ブルベ夏,ストレート,ローズ,ファッションのアクセントになる、目を引くアイテム。
グロッシーネイルポリッシュ,ネイル,イエベ春,ウェーブ,ベビーピンク,乾燥しにくく、しっとりとした潤いが続きます。
ストレートパンツ,ボトムス,ブルベ冬,ウェーブ,グレー,一日中崩れにくい、完璧なベースメイクを叶えます。
シャイニーアイシャドウ シングル,アイシャドウ,イエベ秋,ストレート,アプリコット,定番のアイテムで、どんなボトムスにも合わせやすいです。
モイスチャーファンデ,ベースメイク,イエベ春,ウェーブ,ベージュ,大容量で普段使いに最適なバッグ。
グロッシーネイルポリッシュ,ネイル,イエベ春,ウェーブ,ベージュ,快適なフィット感で歩きやすく、疲れにくいです。
シャイニーアイシャドウ パレット,アイシャドウ,ブルベ夏,ナチュラル,クールグレー,日常使いに最適な、上質な素材を使用しています。
ストレートパンツ,ボトムス,イエベ秋,ナチュラル,ネイビーブルー,日常使いに最適な、上質な素材を使用しています。
プリントワンピース,ワンピース,ブルベ冬,ナチュラル,イエローゴールド,日常使いに最適な、上質な素材を使用しています。
ベーシックシャツ セーター,トップス,ブルベ冬,ストレート,ネイビーブルー,洗練されたデザインでビジネスシーンにも活躍します。
シルキーリップ グロス,リップ,イエベ春,ウェーブ,ベビーピンク,ファッションのアクセントになる、目を引くアイテム。
ベーシックシャツ シャツ,トップス,ブルベ夏,ウェーブ,ネイビーブルー,トレンドを取り入れたシルエットで今っぽさを演出。
コンフォートスニーカー,シューズ,ブルベ冬,ナチュラル,ネイビーブルー,顔周りを華やかに彩る、アクセントになる一品。
プリントワンピース,ワンピース,イエベ秋,ウェーブ,レッド,トレンドを取り入れたシルエットで今っぽさを演出。
シルキーリップ バーム,リップ,イエベ秋,ナチュラル,レッド,デコルテを綺麗に見せるVネックデザイン。
トレンチコート,アウター,イエベ春,ウェーブ,カーキ,上品なシルエットで、どんなスタイルにもマッチします。
モイスチャーファンデ,ベースメイク,イエベ秋,ストレート,ベージュ,オフィスにも着ていける上品なデザインが魅力です。
トレンチコート,アウター,ブルベ冬,ウェーブ,カーキ,なめらかなテクスチャーで肌にすっと伸びます。
ナチュラルチーク,チーク,ブルベ夏,ウェーブ,ピーチ,すっきりとしたシルエットでスタイルアップ効果も。
シャイニーアイシャドウ シングル,アイシャドウ,ブルベ冬,ナチュラル,ブラウン,なめらかなテクスチャーで肌にすっと伸びます。
クルーネックニット セーター,トップス,イエベ春,ストレート,バーガンディ,上質な素材で肌触りも良く、着心地抜群です。
クルーネックニット ブラウス,トップス,ブルベ冬,ウェーブ,クリームホワイト,リラックス感がありながらも、こなれた印象に仕上げます。
コンフォートスニーカー,シューズ,イエベ秋,ウェーブ,ホワイト,指先を美しく彩る高発色ネイルポリッシュ。
プリントワンピース,ワンピース,イエベ春,ウェーブ,レッド,大容量で普段使いに最適なバッグ。
プリントワンピース,ワンピース,イエベ秋,ストレート,レッド,指先を美しく彩る高発色ネイルポリッシュ。
ストレートパンツ,ボトムス,ブルベ夏,ナチュラル,ネイビーブルー,透明感のある発色で、自然な仕上がりに。
モイスチャーファンデ,ベースメイク,イエベ秋,ナチュラル,オークル,一日中崩れにくい、完璧なベースメイクを叶えます。
グロッシーネイルポリッシュ,ネイル,イエベ秋,ナチュラル,ホワイト,小顔効果が期待できる、こだわりのデザイン。
シャイニーアイシャドウ リキッド,アイシャドウ,ブルベ夏,ストレート,ブラウン,日常使いに最適な、肌馴染みの良いアイテムです。
ナチュラルチーク,チーク,イエベ秋,ナチュラル,ローズ,足元をエレガントに演出するデザインです。
グロッシーネイルポリッシュ,ネイル,ブルベ夏,ストレート,ホワイト,透明感のある発色で、自然な仕上がりに。
クルーネックニット ブラウス,トップス,ブルベ冬,ウェーブ,クリームホワイト,日常使いに最適な、上質な素材を使用しています。
ストレートパンツ,ボトムス,イエベ春,ストレート,ネイビーブルー,定番のアイテムで、どんなボトムスにも合わせやすいです。
トレンチコート,アウター,ブルベ夏,ウェーブ,ネイビーブルー,休日のカジュアルスタイルにもぴったりの一着。
シンプルスカート,ボトムス,ブルベ冬,ストレート,ダスティローズ,脚長効果抜群のスリムフィットパンツ。
レザートート,バッグ,ブルベ冬,ウェーブ,ワインレッド,指先を美しく彩る高発色ネイルポリッシュ。
ベーシックシャツ Tシャツ,トップス,イエベ春,ナチュラル,ベージュ,繊細なラメが光を反射し、華やかさをプラスします。
ストレートパンツ,ボトムス,ブルベ夏,ナチュラル,ベージュ,足元をエレガントに演出するデザインです。
トレンチコート,アウター,イエベ秋,ナチュラル,カーキ,洗練されたデザインでビジネスシーンにも活躍します。
トレンチコート,アウター,ブルベ夏,ナチュラル,ベージュ,足元をエレガントに演出するデザインです。
モイスチャーファンデ,ベースメイク,ブルベ夏,ストレート,オークル,洗練されたデザインでビジネスシーンにも活躍します。
シンプルスカート,ボトムス,ブルベ夏,ナチュラル,ライトブルー,休日のカジュアルスタイルにもぴったりの一着。
ジューシーピーチリップ,リップ,イエベ春,ウェーブ,ピーチ,イエベ春にぴったりのジューシーピーチリップ。
フレッシュコーラルルージュ,リップ,イエベ春,ナチュラル,コーラル,イエベ春にぴったりのフレッシュコーラルルージュ。
アプリコットグリッターパレット,アイシャドウ,イエベ春,ウェーブ,アプリコット,イエベ春にぴったりのアプリコットグリッターパレット。
ブライトイエローアイシャドウ,アイシャドウ,イエベ春,ナチュラル,イエローゴールド,イエベ春にぴったりのブライトイエローアイシャドウ。
クリアコーラルブラッシュ,チーク,イエベ春,ストレート,コーラル,イエベ春にぴったりのクリアコーラルブラッシュ。
ピーチベージュチーク,チーク,イエベ春,ウェーブ,ピーチ,イエベ春にぴったりのピーチベージュチーク。
マットテラコッタリキッド,リップ,イエベ秋,ウェーブ,テラコッタ,イエベ秋にぴったりのマットテラコッタリキッド。
ディープブラウンルージュ,リップ,イエベ秋,ナチュラル,ブラウン,イエベ秋にぴったりのディープブラウンルージュ。
カーキブラウンアイパレット,アイシャドウ,イエベ秋,ウェーブ,カーキ,イエベ秋にぴったりのカーキブラウンアイパレット。
ウォームオレンジアイシャドウ,アイシャドウ,イエベ秋,ウェーブ,オレンジ,イエベ秋にぴったりのウォームオレンジアイシャドウ。
ブロンズハイライトチーク,チーク,イエベ秋,ウェーブ,ブラウン,イエベ秋にぴったりのブロンズハイライトチーク。
テラコッタパウダーチーク,チーク,イエベ秋,ナチュラル,テラコッタ,イエベ秋にぴったりのテラコッタパウダーチーク。
シアーローズピンクリップ,リップ,ブルベ夏,ナチュラル,ベビーピンク,ブルベ夏にぴったりのシアーローズピンクリップ。
ローズベージュルージュ,リップ,ブルベ夏,ナチュラル,ローズ,ブルベ夏にぴったりのローズベージュルージュ。
ラベンダーモーヴパレット,アイシャドウ,ブルベ夏,ストレート,ラベンダー,ブルベ夏にぴったりのラベンダーモーヴパレット。
ミントグリーンアイシャドウ,アイシャドウ,ブルベ夏,ウェーブ,ミント,ブルベ夏にぴったりのミントグリーンアイシャドウ。
クリアローズブラッシュ,チーク,ブルベ夏,ナチュラル,ローズ,ブルベ夏にぴったりのクリアローズブラッシュ。
ベビーピンククリームチーク,チーク,ブルベ夏,ナチュラル,ベビーピンク,ブルベ夏にぴったりのベビーピンククリームチーク。
ベリーレッドルージュ,リップ,ブルベ冬,ストレート,ワインレッド,ブルベ冬にぴったりのベリーレッドルージュ。
プラムマットリップ,リップ,ブルベ冬,ナチュラル,プラム,ブルベ冬にぴったりのプラムマットリップ。
スモーキーグレーパレット,アイシャドウ,ブルベ冬,ナチュラル,グレー,ブルベ冬にぴったりのスモーキーグレーパレット。
ロイヤルブルーアイシャドウ,アイシャドウ,ブルベ冬,ストレート,ネイビーブルー,ブルベ冬にぴったりのロイヤルブルーアイシャドウ。
フューシャピンクブラッシュ,チーク,ブルベ冬,ナチュラル,フューシャ,ブルベ冬にぴったりのフューシャピンクブラッシュ。
クールレッドチーク,チーク,ブルベ冬,ウェーブ,レッド,ブルベ冬にぴったりのクールレッドチーク。
Vネックきれいめニット,トップス,イエベ秋,ストレート,ブラック,ストレートに似合うVネックきれいめニット。
テーラードジャケット,トップス,ブルベ冬,ストレート,ネイビーブルー,ストレートに似合うテーラードジャケット。
センタープレスストレートパンツ,ボトムス,イエベ春,ストレート,グレー,ストレートに似合うセンタープレスストレートパンツ。
スリムフィットデニム,ボトムス,ブルベ冬,ストレート,インディゴ,ストレートに似合うスリムフィットデニム。
ボートネックパフスリーブブラウス,トップス,ブルベ夏,ウェーブ,アイボリー,ウェーブに似合うボートネックパフスリーブブラウス。
リボン付きブラウス,トップス,ブルベ夏,ウェーブ,ベビーピンク,ウェーブに似合うリボン付きブラウス。
Aラインフレアスカート,ボトムス,ブルベ夏,ウェーブ,ライトブルー,ウェーブに似合うAラインフレアスカート。
プリーツミディスカート,ボトムス,イエベ秋,ウェーブ,ベージュ,ウェーブに似合うプリーツミディスカート。
オーバーサイズリネンシャツ,トップス,イエベ春,ナチュラル,カーキ,ナチュラルに似合うオーバーサイズリネンシャツ。
ケーブルニット,トップス,ブルベ冬,ナチュラル,ブラウン,ナチュラルに似合うケーブルニット。
ワイドテーパードデニム,ボトムス,ブルベ冬,ナチュラル,インディゴ,ナチュラルに似合うワイドテーパードデニム。
リラックスフィットチノ,ボトムス,イエベ春,ナチュラル,ベージュ,ナチュラルに似合うリラックスフィットチノ。
